Bundesland;Altersgruppen;Geschlecht;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
          Mecklenburg-Vorpommern;        95 Jahre und älter;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Mecklenburg-Vorpommern;        95 Jahre und älter;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Mecklenburg-Vorpommern;        95 Jahre und älter;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Mecklenburg-Vorpommern;        Unbekannt;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Mecklenburg-Vorpommern;        Unbekannt;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Mecklenburg-Vorpommern;        Unbekannt;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Mecklenburg-Vorpommern;        Unbekannt;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;Alle Altersgruppen;Alle Geschlechter;0;24;20;23;25;28;22;24;12;12;36;72;74;61;46;15;8;2;3;1
          Niedersachsen;Alle Altersgruppen;Männlich;0;1;1;3;1;4;2;5;3;2;26;58;57;46;37;10;2;1;0;1
          Niedersachsen;Alle Altersgruppen;        Weiblich;0;23;19;20;24;24;20;19;9;10;10;14;17;15;9;5;6;1;3;0
          Niedersachsen;Alle Altersgruppen;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        Unter 1 Jahr;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        Unter 1 Jahr;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        Unter 1 Jahr;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        Unter 1 Jahr;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        1 Jahr bis unter 5 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        1 Jahr bis unter 5 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        1 Jahr bis unter 5 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        1 Jahr bis unter 5 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        5 bis unter 10 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        5 bis unter 10 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        5 bis unter 10 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        5 bis unter 10 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        10 bis unter 15 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        10 bis unter 15 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        10 bis unter 15 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        10 bis unter 15 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        15 bis unter 20 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;2;0;0;0;1;2;1;6;4;0;1;0;0
          Niedersachsen;        15 bis unter 20 Jahre;Männlich;0;0;0;0;0;0;0;2;0;0;0;1;1;1;4;3;0;0;0;0
          Niedersachsen;        15 bis unter 20 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;1;0;0
          Niedersachsen;        15 bis unter 20 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        20 bis unter 25 Jahre;Alle Geschlechter;0;0;2;1;2;3;2;4;2;0;8;15;12;13;4;2;5;0;1;1
          Niedersachsen;        20 bis unter 25 Jahre;Männlich;0;0;1;0;0;1;0;0;1;0;6;13;8;8;4;1;1;0;0;1
          Niedersachsen;        20 bis unter 25 Jahre;        Weiblich;0;0;1;1;2;2;2;4;1;0;2;2;4;5;0;1;4;0;1;0
          Niedersachsen;        20 bis unter 25 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        25 bis unter 30 Jahre;Alle Geschlechter;0;2;1;2;4;7;3;1;1;4;7;11;10;14;11;3;1;0;0;0
          Niedersachsen;        25 bis unter 30 Jahre;Männlich;0;0;0;1;1;3;0;0;0;1;4;9;8;12;11;3;0;0;0;0
          Niedersachsen;        25 bis unter 30 Jahre;        Weiblich;0;2;1;1;3;4;3;1;1;3;3;2;2;2;0;0;1;0;0;0
          Niedersachsen;        25 bis unter 30 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        30 bis unter 35 Jahre;Alle Geschlechter;0;0;2;4;2;1;3;4;1;1;6;13;8;9;7;2;0;1;0;0
          Niedersachsen;        30 bis unter 35 Jahre;Männlich;0;0;0;0;0;0;0;1;0;0;5;12;5;8;6;1;0;1;0;0
          Niedersachsen;        30 bis unter 35 Jahre;        Weiblich;0;0;2;4;2;1;3;3;1;1;1;1;3;1;1;1;0;0;0;0
          Niedersachsen;        30 bis unter 35 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        35 bis unter 40 Jahre;Alle Geschlechter;0;7;2;3;5;5;4;0;4;0;1;8;17;7;1;0;0;0;1;0
          Niedersachsen;        35 bis unter 40 Jahre;Männlich;0;0;0;0;0;0;1;0;2;0;1;8;14;7;1;0;0;0;0;0
          Niedersachsen;        35 bis unter 40 Jahre;        Weiblich;0;7;2;3;5;5;3;0;2;0;0;0;3;0;0;0;0;0;1;0
          Niedersachsen;        35 bis unter 40 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        40 bis unter 45 Jahre;Alle Geschlechter;0;8;9;7;5;3;2;2;1;3;1;4;5;4;0;0;2;0;0;0
          Niedersachsen;        40 bis unter 45 Jahre;Männlich;0;1;0;2;0;0;0;0;0;0;1;4;5;3;0;0;1;0;0;0
          Niedersachsen;        40 bis unter 45 Jahre;        Weiblich;0;7;9;5;5;3;2;2;1;3;0;0;0;1;0;0;1;0;0;0
          Niedersachsen;        40 bis unter 45 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        45 bis unter 50 Jahre;Alle Geschlechter;0;1;1;5;1;3;6;5;2;2;6;7;9;7;7;1;0;0;0;0
          Niedersachsen;        45 bis unter 50 Jahre;Männlich;0;0;0;0;0;0;1;1;0;1;5;5;9;4;6;0;0;0;0;0
          Niedersachsen;        45 bis unter 50 Jahre;        Weiblich;0;1;1;5;1;3;5;4;2;1;1;2;0;3;1;1;0;0;0;0
          Niedersachsen;        45 bis unter 50 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        50 bis unter 55 Jahre;Alle Geschlechter;0;4;1;0;5;4;2;1;1;1;7;9;5;5;4;0;0;0;0;0
          Niedersachsen;        50 bis unter 55 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;4;6;4;3;2;0;0;0;0;0
          Niedersachsen;        50 bis unter 55 Jahre;        Weiblich;0;4;1;0;5;4;2;1;1;1;3;3;1;2;2;0;0;0;0;0
          Niedersachsen;        50 bis unter 55 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        55 bis unter 60 Jahre;Alle Geschlechter;0;2;2;0;1;0;0;2;0;0;0;4;6;0;2;2;0;0;1;0
          Niedersachsen;        55 bis unter 60 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;2;0;0;0;0
          Niedersachsen;        55 bis unter 60 Jahre;        Weiblich;0;2;2;0;1;0;0;2;0;0;0;4;3;0;0;0;0;0;1;0
          Niedersachsen;        55 bis unter 60 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        60 bis unter 65 Jahre;Alle Geschlechter;0;0;0;1;0;2;0;2;0;1;0;0;0;0;3;0;0;0;0;0
          Niedersachsen;        60 bis unter 65 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
          Niedersachsen;        60 bis unter 65 Jahre;        Weiblich;0;0;0;1;0;2;0;2;0;1;0;0;0;0;2;0;0;0;0;0
          Niedersachsen;        60 bis unter 65 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        65 bis unter 70 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0
          Niedersachsen;        65 bis unter 70 Jahre;Männlich;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        65 bis unter 70 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
          Niedersachsen;        65 bis unter 70 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        70 bis unter 75 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        70 bis unter 75 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        70 bis unter 75 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        70 bis unter 75 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        75 bis unter 80 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        75 bis unter 80 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        75 bis unter 80 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        75 bis unter 80 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        80 bis unter 85 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        80 bis unter 85 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        80 bis unter 85 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        80 bis unter 85 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        85 bis unter 90 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        85 bis unter 90 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        85 bis unter 90 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        85 bis unter 90 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        90 bis unter 95 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        90 bis unter 95 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        90 bis unter 95 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        90 bis unter 95 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        95 Jahre und älter;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        95 Jahre und älter;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        95 Jahre und älter;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        95 Jahre und älter;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        Unbekannt;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        Unbekannt;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        Unbekannt;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Niedersachsen;        Unbekannt;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;Alle Altersgruppen;Alle Geschlechter;1;43;60;69;80;129;127;118;121;104;123;141;160;164;204;178;384;290;285;367
          Nordrhein-Westfalen;Alle Altersgruppen;Männlich;1;1;3;4;29;55;55;62;57;51;47;39;52;65;108;79;156;116;102;173
          Nordrhein-Westfalen;Alle Altersgruppen;        Weiblich;0;42;57;65;51;74;72;56;64;53;76;102;108;99;96;99;228;174;183;194
          Nordrhein-Westfalen;Alle Altersgruppen;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        Unter 1 Jahr;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        Unter 1 Jahr;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        Unter 1 Jahr;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        Unter 1 Jahr;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        1 Jahr bis unter 5 Jahre;Alle Geschlechter;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        1 Jahr bis unter 5 Jahre;Männlich;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        1 Jahr bis unter 5 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        1 Jahr bis unter 5 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        5 bis unter 10 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        5 bis unter 10 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        5 bis unter 10 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        5 bis unter 10 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        10 bis unter 15 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        10 bis unter 15 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        10 bis unter 15 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        10 bis unter 15 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        15 bis unter 20 Jahre;Alle Geschlechter;0;1;2;3;6;13;11;11;11;13;13;25;25;26;34;18;30;10;14;12
          Nordrhein-Westfalen;        15 bis unter 20 Jahre;Männlich;0;0;0;0;2;9;5;6;6;7;7;3;11;12;22;7;14;2;2;5
          Nordrhein-Westfalen;        15 bis unter 20 Jahre;        Weiblich;0;1;2;3;4;4;6;5;5;6;6;22;14;14;12;11;16;8;12;7
          Nordrhein-Westfalen;        15 bis unter 20 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        20 bis unter 25 Jahre;Alle Geschlechter;0;3;4;5;10;19;16;23;25;27;27;33;24;37;61;39;87;56;56;64
          Nordrhein-Westfalen;        20 bis unter 25 Jahre;Männlich;0;0;1;1;8;11;12;15;14;15;19;16;14;24;36;20;42;20;22;30
          Nordrhein-Westfalen;        20 bis unter 25 Jahre;        Weiblich;0;3;3;4;2;8;4;8;11;12;8;17;10;13;25;19;45;36;34;34
          Nordrhein-Westfalen;        20 bis unter 25 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        25 bis unter 30 Jahre;Alle Geschlechter;0;2;4;9;10;19;18;27;19;17;14;17;29;30;27;36;89;72;62;101
          Nordrhein-Westfalen;        25 bis unter 30 Jahre;Männlich;0;0;0;1;7;10;11;21;13;11;4;8;12;13;16;20;43;42;30;51
          Nordrhein-Westfalen;        25 bis unter 30 Jahre;        Weiblich;0;2;4;8;3;9;7;6;6;6;10;9;17;17;11;16;46;30;32;50
          Nordrhein-Westfalen;        25 bis unter 30 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        30 bis unter 35 Jahre;Alle Geschlechter;0;3;6;5;8;20;15;15;25;10;12;8;14;17;32;19;50;37;43;52
          Nordrhein-Westfalen;        30 bis unter 35 Jahre;Männlich;0;0;0;0;4;13;10;11;15;7;6;3;5;4;14;9;16;19;21;27
          Nordrhein-Westfalen;        30 bis unter 35 Jahre;        Weiblich;0;3;6;5;4;7;5;4;10;3;6;5;9;13;18;10;34;18;22;25
          Nordrhein-Westfalen;        30 bis unter 35 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        35 bis unter 40 Jahre;Alle Geschlechter;1;6;12;9;9;11;13;12;10;10;14;16;5;8;10;12;16;16;23;30
          Nordrhein-Westfalen;        35 bis unter 40 Jahre;Männlich;1;0;0;0;4;4;8;4;3;5;5;4;3;2;9;6;4;6;7;8
          Nordrhein-Westfalen;        35 bis unter 40 Jahre;        Weiblich;0;6;12;9;5;7;5;8;7;5;9;12;2;6;1;6;12;10;16;22
          Nordrhein-Westfalen;        35 bis unter 40 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        40 bis unter 45 Jahre;Alle Geschlechter;0;21;12;12;15;17;19;9;4;3;12;11;15;10;11;15;25;19;22;35
          Nordrhein-Westfalen;        40 bis unter 45 Jahre;Männlich;0;0;0;1;1;2;5;3;2;2;1;3;2;6;6;8;11;6;7;20
          Nordrhein-Westfalen;        40 bis unter 45 Jahre;        Weiblich;0;21;12;11;14;15;14;6;2;1;11;8;13;4;5;7;14;13;15;15
          Nordrhein-Westfalen;        40 bis unter 45 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        45 bis unter 50 Jahre;Alle Geschlechter;0;2;3;12;7;10;14;10;15;8;18;11;7;10;7;4;30;19;16;31
          Nordrhein-Westfalen;        45 bis unter 50 Jahre;Männlich;0;0;0;0;1;1;3;2;3;2;3;1;1;1;1;2;12;8;4;12
          Nordrhein-Westfalen;        45 bis unter 50 Jahre;        Weiblich;0;2;3;12;6;9;11;8;12;6;15;10;6;9;6;2;18;11;12;19
          Nordrhein-Westfalen;        45 bis unter 50 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        50 bis unter 55 Jahre;Alle Geschlechter;0;2;8;8;12;13;10;6;6;11;9;11;24;15;5;12;31;30;18;17
          Nordrhein-Westfalen;        50 bis unter 55 Jahre;Männlich;0;0;2;1;2;4;0;0;1;2;2;1;4;3;1;3;9;5;4;10
          Nordrhein-Westfalen;        50 bis unter 55 Jahre;        Weiblich;0;2;6;7;10;9;10;6;5;9;7;10;20;12;4;9;22;25;14;7
          Nordrhein-Westfalen;        50 bis unter 55 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        55 bis unter 60 Jahre;Alle Geschlechter;0;0;6;5;1;3;10;4;4;3;3;8;14;4;6;10;13;24;15;11
          Nordrhein-Westfalen;        55 bis unter 60 Jahre;Männlich;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;3;6;4;5
          Nordrhein-Westfalen;        55 bis unter 60 Jahre;        Weiblich;0;0;6;5;1;3;9;4;4;3;3;8;14;4;5;9;10;18;11;6
          Nordrhein-Westfalen;        55 bis unter 60 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        60 bis unter 65 Jahre;Alle Geschlechter;0;2;1;1;2;3;0;0;1;2;1;0;2;1;9;6;9;4;9;9
          Nordrhein-Westfalen;        60 bis unter 65 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;2
          Nordrhein-Westfalen;        60 bis unter 65 Jahre;        Weiblich;0;2;1;1;2;3;0;0;1;2;1;0;2;1;8;5;8;4;8;7
          Nordrhein-Westfalen;        60 bis unter 65 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        65 bis unter 70 Jahre;Alle Geschlechter;0;0;2;0;0;0;1;0;0;0;0;0;0;6;2;7;3;3;7;2
          Nordrhein-Westfalen;        65 bis unter 70 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;2;0;1
          Nordrhein-Westfalen;        65 bis unter 70 Jahre;        Weiblich;0;0;2;0;0;0;1;0;0;0;0;0;0;6;1;5;3;1;7;1
          Nordrhein-Westfalen;        65 bis unter 70 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        70 bis unter 75 Jahre;Alle Geschlechter;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;2
          Nordrhein-Westfalen;        70 bis unter 75 Jahre;Männlich;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
          Nordrhein-Westfalen;        70 bis unter 75 Jahre;        Weiblich;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
          Nordrhein-Westfalen;        70 bis unter 75 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        75 bis unter 80 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1
          Nordrhein-Westfalen;        75 bis unter 80 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
          Nordrhein-Westfalen;        75 bis unter 80 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        75 bis unter 80 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        80 bis unter 85 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        80 bis unter 85 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        80 bis unter 85 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        80 bis unter 85 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        85 bis unter 90 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        85 bis unter 90 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        85 bis unter 90 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        85 bis unter 90 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        90 bis unter 95 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        90 bis unter 95 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        90 bis unter 95 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        90 bis unter 95 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        95 Jahre und älter;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        95 Jahre und älter;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        95 Jahre und älter;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        95 Jahre und älter;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        Unbekannt;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        Unbekannt;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
